from date,Benzene,Eth-Benzene,MP-Xylene,O Xylene,Toluene,CO,NH3,NO2,NO,NOx,Ozone,PM10,PM2.5,SR,WS,WD,SO2,to date,station
21-Dec-2018 - 00:00,10.39,27.69,2.66,12.24,47.57,1.4,19.5,55.37,22.9,48.03,56.23,87.83,19.47,617.47,1.9,163.03,10.89,22-Dec-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
22-Dec-2018 - 00:00,9.61,26.24,1.63,8.72,45.73,1.29,20.86,60.57,18.37,46.83,55.24,85.29,14.21,607.01,1.87,173.18,13.21,23-Dec-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
23-Dec-2018 - 00:00,8.9,25.95,1.66,9.35,44.1,1.29,21.86,63.69,16.47,46.85,59.56,83.72,17.26,543.05,1.99,190.12,12.93,24-Dec-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
24-Dec-2018 - 00:00,7.07,14.15,1.41,5.7,30.55,0.93,24.26,44.84,3.89,27.04,77.54,79.36,15.92,452.66,1.9,196.41,6.63,25-Dec-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
25-Dec-2018 - 00:00,5.02,10.65,1.75,5.16,25.53,0.75,24.82,40.11,1.76,22.42,69.18,67.19,11.46,516.38,1.98,195.11,3.82,26-Dec-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
26-Dec-2018 - 00:00,5.46,8.99,0.92,5.46,17.31,0.65,18.07,33.37,1.59,18.94,83.19,64.42,26.74,516.98,2.33,245.05,4.31,27-Dec-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
27-Dec-2018 - 00:00,6.18,6.33,0.0,3.25,10.6,0.71,16.26,34.23,1.09,18.49,57.69,71.79,54.49,,1.48,126.28,2.51,28-Dec-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
28-Dec-2018 - 00:00,10.47,37.11,0.0,16.72,47.77,1.5,12.93,69.93,29.28,60.39,82.21,90.48,54.78,648.61,3.31,164.85,17.14,29-Dec-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
29-Dec-2018 - 00:00,11.96,30.79,0.0,14.2,41.97,1.55,14.58,72.45,25.2,58.35,59.78,100.0,59.29,587.05,2.59,188.76,14.9,30-Dec-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
30-Dec-2018 - 00:00,9.06,27.94,0.0,12.85,37.66,1.46,13.66,66.17,28.78,57.64,71.27,88.62,53.08,575.85,2.69,167.6,13.83,31-Dec-2018 - 00:00,"Gangapur Road, Nashik - MPCB"
31-Dec-2018 - 00:00,14.49,44.0,0.0,21.02,57.53,2.15,17.26,161.67,24.91,104.44,8.41,190.59,105.87,,2.54,194.92,3.67,01-Jan-2019 - 00:00,"Gangapur Road, Nashik - MPCB"
