from date,AT,BP,PM2.5,PM10,RH,SR,WD,WS,Benzene,Toluene,P-Xylene,NH3,NO2,NO,NOx,CO,Ozone,SO2,to date,station
29-Aug-2018 - 00:00,28.07,978.85,24.33,45.1,94.81,36.16,218.39,1.06,2.18,43.04,,24.42,9.88,7.75,11.65,0.91,6.16,10.22,30-Aug-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
30-Aug-2018 - 00:00,32.23,976.12,46.34,113.8,77.01,85.63,168.92,1.22,2.54,38.27,,22.67,21.37,5.67,16.17,0.0,17.03,11.39,31-Aug-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
31-Aug-2018 - 00:00,30.95,976.89,51.29,161.98,79.48,57.83,146.38,1.36,2.21,52.47,,24.08,14.6,8.6,14.77,0.0,10.59,9.57,01-Sep-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
01-Sep-2018 - 00:00,27.75,979.01,53.04,120.56,93.46,19.8,141.45,1.02,4.47,50.89,,27.67,18.12,17.65,24.04,3.4,5.8,11.8,02-Sep-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
02-Sep-2018 - 00:00,27.05,978.75,40.08,76.27,95.35,35.39,98.17,1.2,3.41,35.23,,29.35,13.43,19.78,23.27,0.88,9.43,9.31,03-Sep-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
03-Sep-2018 - 00:00,26.67,979.01,46.15,72.58,97.46,20.63,168.28,0.65,3.31,41.59,,22.51,24.91,19.94,29.51,0.66,16.0,10.32,04-Sep-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
04-Sep-2018 - 00:00,26.76,979.64,56.67,101.17,96.4,21.66,119.56,0.64,4.27,36.67,,23.68,67.57,107.75,123.57,0.97,6.99,10.52,05-Sep-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
05-Sep-2018 - 00:00,28.33,978.91,42.82,120.61,87.7,50.25,88.38,1.04,2.53,25.95,,17.84,42.62,58.9,70.69,3.78,7.28,10.06,06-Sep-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
06-Sep-2018 - 00:00,28.77,978.28,40.85,125.15,84.53,47.71,140.81,1.11,1.99,23.34,,18.79,58.61,61.28,81.39,0.97,12.58,10.44,07-Sep-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
07-Sep-2018 - 00:00,28.22,980.06,47.94,101.26,89.35,28.88,209.34,0.76,3.49,48.18,,23.09,89.35,29.6,71.55,0.85,9.53,8.48,08-Sep-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
08-Sep-2018 - 00:00,28.15,980.32,32.56,70.19,88.25,36.15,,,2.36,33.42,,26.12,,,,0.49,24.5,12.56,09-Sep-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
09-Sep-2018 - 00:00,27.94,981.81,22.98,48.54,86.1,63.14,,,1.26,17.59,,21.94,,,,0.35,7.48,12.37,10-Sep-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
10-Sep-2018 - 00:00,28.21,983.36,32.26,64.74,86.53,73.55,296.25,1.88,1.24,17.57,,20.88,37.78,6.5,25.44,0.48,7.21,13.26,11-Sep-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
11-Sep-2018 - 00:00,31.54,981.74,29.52,92.22,76.21,98.33,239.31,1.12,2.29,24.51,,38.9,27.06,17.16,28.36,1.79,8.15,9.66,12-Sep-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
12-Sep-2018 - 00:00,30.24,979.83,28.83,109.25,75.48,59.45,91.66,1.27,1.53,20.38,,31.4,19.09,19.09,25.73,0.83,6.51,11.61,13-Sep-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
13-Sep-2018 - 00:00,30.24,979.74,29.62,125.85,68.69,63.5,94.03,1.24,1.75,20.24,,26.57,17.03,20.74,25.96,0.44,6.52,9.76,14-Sep-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
14-Sep-2018 - 00:00,30.07,982.11,32.25,125.02,68.03,62.47,77.31,1.07,1.92,25.51,,23.05,18.66,26.03,31.16,0.43,7.82,10.45,15-Sep-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
15-Sep-2018 - 00:00,30.23,983.8,37.46,128.1,65.11,63.06,81.53,1.04,2.32,30.27,,25.19,19.06,31.98,36.22,0.48,8.73,9.67,16-Sep-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
16-Sep-2018 - 00:00,30.3,982.45,41.39,130.84,67.67,58.01,96.79,1.39,2.21,26.82,,23.63,16.42,20.54,25.48,0.34,9.81,10.24,17-Sep-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
17-Sep-2018 - 00:00,30.33,981.4,55.74,171.03,69.18,54.55,119.41,1.49,2.52,27.05,,23.87,19.05,19.11,25.71,0.42,13.65,9.76,18-Sep-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
18-Sep-2018 - 00:00,30.44,981.48,55.17,175.06,64.58,53.49,105.54,1.36,2.4,26.32,,21.84,18.52,8.24,16.56,0.35,14.78,10.17,19-Sep-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
19-Sep-2018 - 00:00,30.23,981.32,61.73,191.39,64.03,58.41,106.37,1.25,3.18,31.28,,29.36,20.15,28.43,33.89,0.62,14.75,11.03,20-Sep-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
20-Sep-2018 - 00:00,30.15,981.7,82.82,212.5,66.63,41.97,172.92,0.71,3.97,78.2,,35.29,17.32,27.56,31.7,0.62,23.27,11.79,21-Sep-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
21-Sep-2018 - 00:00,28.51,984.24,39.57,106.84,75.0,32.22,240.0,1.7,2.28,33.17,,29.25,9.96,5.37,9.68,0.22,10.68,11.03,22-Sep-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
22-Sep-2018 - 00:00,25.73,984.32,23.92,46.44,91.65,19.86,204.93,1.85,2.29,32.98,,21.34,6.99,3.19,6.32,0.32,9.53,10.15,23-Sep-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
23-Sep-2018 - 00:00,26.79,984.07,30.02,56.35,90.44,29.61,234.36,2.18,2.13,36.51,,23.0,5.6,2.44,4.98,0.49,11.61,9.66,24-Sep-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
24-Sep-2018 - 00:00,25.15,982.26,21.92,42.06,97.51,18.45,208.09,1.49,2.76,41.23,,18.86,7.85,6.64,9.59,0.69,6.2,9.14,25-Sep-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
25-Sep-2018 - 00:00,24.44,983.72,26.92,64.69,93.45,25.01,85.13,1.32,3.32,46.43,,16.94,8.86,11.99,14.49,0.9,6.69,9.12,26-Sep-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
26-Sep-2018 - 00:00,27.32,983.49,44.33,121.35,81.61,43.92,83.41,0.94,4.76,55.89,,20.49,10.83,23.75,25.14,1.29,10.94,11.09,27-Sep-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
27-Sep-2018 - 00:00,28.2,984.23,77.33,185.48,80.19,52.53,120.1,0.73,7.99,99.18,,30.89,12.76,51.34,48.65,1.91,17.22,9.93,28-Sep-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
28-Sep-2018 - 00:00,29.03,984.87,95.02,244.67,70.82,52.73,163.17,0.63,9.82,84.46,,34.01,16.01,66.75,62.95,2.39,12.47,12.06,29-Sep-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
29-Sep-2018 - 00:00,29.48,985.61,91.35,234.83,67.13,45.64,143.16,1.16,10.02,85.22,,41.15,14.8,54.87,52.61,1.85,31.76,10.55,30-Sep-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
30-Sep-2018 - 00:00,29.14,984.99,57.92,144.15,66.69,48.96,106.15,1.48,4.47,50.94,,32.49,11.89,8.39,13.16,0.94,16.69,10.75,01-Oct-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
01-Oct-2018 - 00:00,29.29,984.73,68.04,193.15,65.12,47.62,101.92,0.86,5.53,54.12,,32.47,15.3,19.63,24.5,1.38,16.67,10.48,02-Oct-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
02-Oct-2018 - 00:00,29.44,985.4,71.94,182.52,63.18,45.35,170.95,0.99,6.16,62.03,,35.52,11.36,26.34,27.52,1.16,17.02,10.62,03-Oct-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
03-Oct-2018 - 00:00,29.58,984.76,57.4,182.44,53.85,42.82,163.77,0.95,4.56,54.63,,29.06,13.52,20.17,23.64,1.18,15.5,11.02,04-Oct-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
04-Oct-2018 - 00:00,29.06,986.28,99.71,251.23,60.74,45.36,213.1,1.01,7.13,68.91,,34.84,12.86,23.24,25.83,1.55,22.53,11.97,05-Oct-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
05-Oct-2018 - 00:00,28.94,987.31,135.02,301.85,62.3,37.61,149.1,0.92,10.63,90.22,,44.46,16.66,47.18,47.29,2.04,29.99,15.0,06-Oct-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
06-Oct-2018 - 00:00,28.4,986.98,83.48,205.42,59.0,38.98,104.47,1.11,8.2,74.47,,41.61,14.64,31.91,33.92,1.4,18.16,10.2,07-Oct-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
07-Oct-2018 - 00:00,27.87,986.42,82.69,224.73,57.14,38.45,142.21,1.04,6.81,72.77,,45.23,13.98,29.64,30.62,1.31,20.56,10.93,08-Oct-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
08-Oct-2018 - 00:00,28.16,984.88,135.17,313.5,59.17,36.82,195.11,0.64,7.61,80.26,,47.47,16.93,23.11,27.88,1.49,36.39,12.37,09-Oct-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
09-Oct-2018 - 00:00,28.14,983.95,118.67,285.46,60.27,35.35,239.74,0.96,7.97,118.49,,49.25,13.58,15.76,19.91,1.45,20.67,15.58,10-Oct-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
10-Oct-2018 - 00:00,28.47,984.62,92.04,225.75,66.42,39.9,245.56,1.36,6.37,130.43,,42.54,10.62,8.21,12.39,0.92,19.96,12.54,11-Oct-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
11-Oct-2018 - 00:00,26.1,986.44,69.77,200.54,65.0,38.97,248.72,1.88,3.92,85.8,,35.14,9.53,5.03,9.18,0.71,14.69,11.4,12-Oct-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
12-Oct-2018 - 00:00,25.61,988.33,63.83,173.96,53.39,39.83,153.2,0.96,4.76,70.44,,33.68,12.17,12.95,17.09,0.9,57.06,17.71,13-Oct-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
13-Oct-2018 - 00:00,25.52,988.6,130.75,265.27,55.23,42.97,113.17,1.07,6.86,61.92,,41.47,15.08,31.14,33.41,1.33,20.02,13.85,14-Oct-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
14-Oct-2018 - 00:00,25.86,987.72,89.27,227.46,51.61,40.38,99.6,1.04,5.55,54.71,,37.64,14.59,21.79,25.4,1.2,14.42,11.29,15-Oct-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
15-Oct-2018 - 00:00,26.33,988.07,116.27,300.33,53.83,38.52,128.32,0.72,8.16,68.73,,42.91,17.62,29.05,33.06,1.55,29.06,14.55,16-Oct-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
16-Oct-2018 - 00:00,26.94,987.64,156.46,371.46,55.06,42.63,287.94,1.12,11.0,87.44,,53.43,20.41,39.56,43.21,1.72,14.95,17.08,17-Oct-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
17-Oct-2018 - 00:00,27.08,986.21,158.79,384.06,53.55,99.42,186.74,0.84,10.35,74.51,,53.91,15.05,42.84,42.94,2.47,16.87,15.38,18-Oct-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
18-Oct-2018 - 00:00,26.04,985.7,163.31,392.69,61.43,66.55,241.12,0.81,13.52,97.46,,57.37,12.6,55.37,51.92,2.29,11.59,14.03,19-Oct-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
19-Oct-2018 - 00:00,26.34,987.32,137.7,324.91,55.28,71.21,121.97,0.91,8.23,60.71,,47.29,12.34,18.0,21.25,1.36,29.4,15.51,20-Oct-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
20-Oct-2018 - 00:00,26.06,989.61,149.0,311.77,49.25,78.06,131.03,0.96,8.27,51.16,,42.73,31.18,29.35,40.51,1.72,21.52,13.71,21-Oct-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
21-Oct-2018 - 00:00,25.37,990.27,136.42,287.1,46.72,78.76,127.88,1.25,7.96,57.81,,45.2,39.37,65.14,74.06,1.98,19.69,16.12,22-Oct-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
22-Oct-2018 - 00:00,24.83,989.16,102.5,277.83,45.96,81.19,98.47,0.97,7.15,52.11,,42.55,39.64,55.84,66.61,1.98,12.24,12.6,23-Oct-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
23-Oct-2018 - 00:00,25.2,988.89,99.08,296.5,45.1,77.25,116.83,0.76,8.37,72.06,,,44.56,70.98,81.58,2.3,14.49,13.75,24-Oct-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
24-Oct-2018 - 00:00,24.94,988.82,174.1,415.6,51.78,74.83,185.86,0.62,14.63,113.91,,41.01,62.26,122.77,133.19,2.65,43.22,17.98,25-Oct-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
25-Oct-2018 - 00:00,24.49,990.25,176.61,396.04,56.55,85.63,181.15,0.58,13.8,134.08,,54.4,39.08,78.28,95.96,2.9,31.83,18.16,26-Oct-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
26-Oct-2018 - 00:00,25.55,991.97,152.74,362.35,49.96,84.35,147.95,0.79,11.86,96.02,,56.82,41.67,118.95,119.14,4.44,20.56,17.76,27-Oct-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
27-Oct-2018 - 00:00,23.96,992.34,207.58,419.4,63.26,67.84,153.6,0.65,13.03,88.02,,60.15,35.87,193.21,176.62,4.24,15.06,13.12,28-Oct-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
28-Oct-2018 - 00:00,24.16,991.91,204.02,370.4,62.02,81.2,125.46,0.9,10.54,65.92,,50.97,23.81,119.57,110.11,4.26,15.2,13.44,29-Oct-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
29-Oct-2018 - 00:00,24.28,991.14,220.11,403.21,61.8,79.17,104.78,0.61,11.33,70.0,,49.5,18.7,127.75,114.07,3.82,11.41,13.29,30-Oct-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
30-Oct-2018 - 00:00,24.12,991.04,248.99,447.0,64.24,61.27,143.44,0.64,13.66,89.02,,51.31,12.59,135.5,117.16,3.79,15.68,15.3,31-Oct-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
31-Oct-2018 - 00:00,23.74,991.52,213.82,397.1,67.07,69.18,159.82,0.55,11.94,81.89,,46.85,9.42,128.19,109.47,3.6,13.87,17.09,01-Nov-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
01-Nov-2018 - 00:00,23.64,990.38,229.98,424.4,66.08,66.35,221.87,0.6,13.26,102.83,,49.79,5.67,146.52,122.56,3.54,11.21,18.18,02-Nov-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
02-Nov-2018 - 00:00,24.06,988.85,213.4,385.21,63.99,65.12,230.44,0.82,9.16,88.79,,45.44,1.73,69.8,57.81,2.75,10.76,17.26,03-Nov-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
03-Nov-2018 - 00:00,24.56,987.71,155.14,275.24,62.52,68.61,224.43,1.51,5.78,47.54,,43.74,9.69,9.35,12.82,1.55,12.85,12.61,04-Nov-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
04-Nov-2018 - 00:00,23.4,989.29,95.54,179.42,57.75,75.37,180.72,1.63,3.48,29.55,,35.86,8.95,9.78,12.75,1.09,12.5,12.79,05-Nov-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
05-Nov-2018 - 00:00,20.96,989.84,387.42,507.39,66.67,60.65,86.25,1.23,7.07,36.07,,43.14,9.28,23.96,24.46,2.08,8.14,14.17,06-Nov-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
06-Nov-2018 - 00:00,21.62,990.2,176.85,315.02,44.72,81.04,79.27,1.35,4.95,27.89,,32.42,9.31,31.67,30.78,1.49,6.78,14.29,07-Nov-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
07-Nov-2018 - 00:00,20.31,990.79,236.96,305.88,41.28,77.22,77.96,0.94,5.41,28.22,,37.2,8.62,40.29,37.44,1.64,9.41,33.13,08-Nov-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
08-Nov-2018 - 00:00,19.09,990.9,485.02,599.05,59.73,51.44,113.79,0.45,11.65,52.86,,57.31,3.65,121.06,100.73,3.03,4.42,24.03,09-Nov-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
09-Nov-2018 - 00:00,20.56,989.23,312.42,456.83,62.79,68.44,128.8,0.49,11.43,57.35,,54.47,3.81,125.77,104.59,3.26,5.08,16.02,10-Nov-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
10-Nov-2018 - 00:00,20.38,990.07,316.65,489.0,70.81,50.69,173.26,0.55,14.06,113.41,,57.08,8.36,149.23,125.02,3.43,6.58,17.02,11-Nov-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
11-Nov-2018 - 00:00,21.49,990.39,276.21,438.33,64.82,65.61,232.01,0.72,10.43,78.42,,54.75,1.38,9.42,8.23,2.59,6.82,14.62,12-Nov-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
12-Nov-2018 - 00:00,21.72,988.4,296.92,488.67,69.27,61.19,184.15,0.53,12.81,106.63,,61.58,1.07,3.04,3.02,3.31,6.27,16.24,13-Nov-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
13-Nov-2018 - 00:00,22.16,986.22,243.19,407.36,69.29,47.05,192.63,0.68,8.95,78.58,,56.56,0.77,1.63,1.61,2.13,3.65,12.48,14-Nov-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
14-Nov-2018 - 00:00,21.87,987.16,136.56,222.49,78.02,66.3,241.31,1.1,6.95,65.01,,52.36,0.55,1.16,1.1,1.82,2.88,12.75,15-Nov-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
15-Nov-2018 - 00:00,21.78,990.4,103.03,182.86,72.16,66.97,156.04,1.2,5.5,50.43,,44.35,0.53,1.12,1.12,1.46,2.76,12.69,16-Nov-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
16-Nov-2018 - 00:00,20.52,989.57,140.67,238.41,59.25,71.38,75.3,1.36,4.22,27.36,,37.07,0.53,1.24,1.17,1.34,2.93,11.12,17-Nov-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
17-Nov-2018 - 00:00,20.3,988.04,139.74,267.8,59.15,67.65,88.6,1.09,6.53,35.46,,41.52,52.16,65.72,80.38,1.96,2.91,10.99,18-Nov-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
18-Nov-2018 - 00:00,20.49,989.11,175.83,305.04,63.13,63.26,209.55,0.85,7.05,77.18,,47.72,53.4,67.03,83.09,1.63,3.59,12.45,19-Nov-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
19-Nov-2018 - 00:00,21.53,991.34,193.25,320.06,62.85,52.77,247.12,1.17,6.34,55.15,,49.7,48.24,9.74,33.59,1.83,5.7,11.75,20-Nov-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
20-Nov-2018 - 00:00,21.67,991.61,220.4,366.81,68.75,63.39,170.78,0.78,8.0,55.45,,56.58,57.21,67.34,85.25,2.31,2.6,12.34,21-Nov-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
21-Nov-2018 - 00:00,21.33,991.92,200.83,332.98,56.51,65.2,89.41,0.93,6.68,43.48,,49.22,52.36,57.04,74.36,1.87,2.19,11.96,22-Nov-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
22-Nov-2018 - 00:00,21.09,992.58,136.02,303.56,48.44,60.07,134.53,0.73,8.02,54.8,,45.31,66.13,111.72,126.23,2.64,1.87,13.53,23-Nov-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
23-Nov-2018 - 00:00,21.16,993.99,176.4,329.38,49.18,64.0,90.63,1.24,8.24,56.93,,47.67,62.11,102.67,116.67,2.03,2.6,11.96,24-Nov-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
24-Nov-2018 - 00:00,20.27,992.41,95.19,220.9,50.43,66.97,85.51,1.24,4.3,28.89,,38.24,49.91,33.33,53.72,1.41,1.46,11.95,25-Nov-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
25-Nov-2018 - 00:00,20.14,992.11,114.96,253.6,54.14,62.77,87.72,0.92,5.72,33.49,,39.02,55.79,61.95,80.19,1.77,2.15,13.17,26-Nov-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
26-Nov-2018 - 00:00,20.0,991.25,193.81,374.31,64.29,57.53,119.19,0.91,9.85,60.92,,47.73,67.78,138.95,149.34,3.03,2.29,14.93,27-Nov-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
27-Nov-2018 - 00:00,20.25,993.0,222.6,421.62,63.88,54.81,290.98,0.73,10.48,68.51,,50.14,62.5,162.12,165.59,2.78,1.93,14.94,28-Nov-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
28-Nov-2018 - 00:00,20.32,993.85,202.16,395.32,71.47,51.14,245.05,0.49,9.9,74.46,,55.09,49.69,174.77,169.19,3.18,2.09,15.25,29-Nov-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
29-Nov-2018 - 00:00,20.29,994.1,181.69,343.29,69.59,51.27,85.02,0.86,9.41,58.61,,49.91,52.34,125.23,129.64,2.62,1.65,10.67,30-Nov-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
30-Nov-2018 - 00:00,19.9,993.54,177.08,334.44,64.05,54.44,90.86,0.94,6.87,39.27,,44.64,52.62,58.73,75.88,2.08,1.75,11.8,01-Dec-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
01-Dec-2018 - 00:00,19.35,990.92,143.71,305.56,57.69,55.31,104.6,0.97,6.82,42.03,,43.32,53.34,79.89,93.51,2.16,1.69,11.79,02-Dec-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
02-Dec-2018 - 00:00,18.5,990.13,163.65,331.88,59.99,47.45,155.82,0.53,10.31,64.82,,47.22,56.1,205.66,197.55,3.22,1.62,12.68,03-Dec-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
03-Dec-2018 - 00:00,18.51,991.15,183.04,371.27,59.64,52.16,155.44,0.67,9.57,64.02,,50.24,59.69,174.56,174.06,3.16,2.13,12.24,04-Dec-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
04-Dec-2018 - 00:00,18.2,992.83,210.15,399.06,65.51,51.74,139.13,0.64,10.72,73.07,,52.47,64.1,210.0,205.29,3.36,2.11,14.05,05-Dec-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
05-Dec-2018 - 00:00,17.99,990.42,184.96,369.54,66.07,53.34,113.79,0.73,9.16,60.32,,48.73,58.71,186.51,183.78,3.24,2.43,12.31,06-Dec-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
06-Dec-2018 - 00:00,17.77,989.79,245.92,456.9,69.42,45.03,134.2,0.69,12.47,76.48,,55.07,66.91,237.7,239.61,3.87,28.61,12.56,07-Dec-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
07-Dec-2018 - 00:00,17.37,990.58,205.02,379.12,68.9,52.54,84.4,0.85,8.82,55.94,,79.63,65.01,145.9,153.53,2.59,8.14,11.27,08-Dec-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
08-Dec-2018 - 00:00,17.17,991.52,220.02,376.56,66.76,50.22,124.55,0.74,8.3,52.82,,92.46,70.84,123.0,137.98,2.47,9.45,11.73,09-Dec-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
09-Dec-2018 - 00:00,16.69,990.43,247.38,443.69,67.17,50.2,147.82,0.49,10.6,64.06,,83.92,77.35,203.74,207.24,3.26,15.25,13.77,10-Dec-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
10-Dec-2018 - 00:00,16.17,990.04,306.92,538.56,74.7,42.06,216.07,0.68,10.46,67.71,,91.81,67.5,138.24,148.57,3.02,8.56,12.42,11-Dec-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
11-Dec-2018 - 00:00,16.27,991.05,300.04,512.29,77.81,40.45,247.14,0.61,8.18,73.01,,94.35,57.98,113.91,123.74,2.54,6.9,10.8,12-Dec-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
12-Dec-2018 - 00:00,16.99,992.44,180.21,293.1,75.19,33.43,225.08,0.97,5.95,41.78,,89.73,46.92,59.86,73.73,1.84,4.32,10.14,13-Dec-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
13-Dec-2018 - 00:00,16.39,995.46,102.5,187.56,73.8,48.93,126.78,1.42,5.09,35.04,,70.12,47.3,61.09,74.97,1.54,5.04,9.06,14-Dec-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
14-Dec-2018 - 00:00,15.87,997.51,119.73,215.0,72.86,53.96,91.84,1.16,5.76,31.32,,75.66,45.96,54.7,69.04,1.55,10.2,9.99,15-Dec-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
15-Dec-2018 - 00:00,15.72,997.04,124.88,226.6,69.79,54.09,87.06,1.36,5.96,33.79,,74.02,47.49,46.23,62.96,1.49,10.06,9.77,16-Dec-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
16-Dec-2018 - 00:00,15.61,997.3,131.27,250.29,65.14,55.63,84.54,1.02,5.88,37.14,,77.7,51.17,61.01,76.82,1.71,12.42,10.96,17-Dec-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
17-Dec-2018 - 00:00,15.11,995.89,184.79,353.17,63.26,45.02,95.25,1.04,8.63,51.06,,84.51,57.97,109.59,120.31,2.39,8.94,11.35,18-Dec-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
18-Dec-2018 - 00:00,15.14,994.17,185.42,337.12,58.88,51.16,95.68,1.3,7.31,44.95,,75.65,64.37,66.74,87.54,1.81,13.13,13.0,19-Dec-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
19-Dec-2018 - 00:00,15.11,993.34,183.62,363.77,60.93,52.01,98.78,0.95,7.37,38.15,,71.71,63.88,75.54,95.56,2.1,12.54,12.16,20-Dec-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
20-Dec-2018 - 00:00,14.65,993.65,230.17,433.21,63.36,51.87,101.87,0.84,10.32,58.54,,80.97,71.25,180.48,184.99,2.9,13.13,14.26,21-Dec-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
21-Dec-2018 - 00:00,14.06,992.56,239.16,429.96,66.48,53.46,109.66,0.9,4.84,26.78,,88.49,66.91,125.01,137.48,2.72,14.13,12.93,22-Dec-2018 - 00:00,"Okhla Phase-2, Delhi - DPCC"
