from date,AT,BP,PM10,PM2.5,RH,SR,WD,WS,VWS,Benzene,P-Xylene,Toluene,NH3,NO,NO2,NOx,Ozone,SO2,CO,to date,station
26-Aug-2018 - 00:00,30.68,976.79,79.08,17.08,76.17,193.08,154.13,1.07,,1.33,,11.03,16.87,6.38,18.55,15.06,28.99,14.81,0.5,27-Aug-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
27-Aug-2018 - 00:00,29.69,,41.25,14.06,81.12,135.47,38.66,1.08,,1.2,,10.09,16.79,4.84,14.16,11.47,27.16,14.27,0.15,28-Aug-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
28-Aug-2018 - 00:00,28.42,,49.29,23.5,85.48,98.44,69.6,1.1,,0.9,,23.25,17.49,9.41,14.01,15.14,23.1,16.56,0.74,29-Aug-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
29-Aug-2018 - 00:00,28.46,,65.21,29.77,86.21,88.68,74.96,0.82,,0.73,,26.12,17.25,11.33,14.07,16.73,22.01,16.8,0.83,30-Aug-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
30-Aug-2018 - 00:00,30.9,,95.31,36.71,80.76,183.85,165.41,0.71,,1.03,,30.33,19.11,13.96,13.66,18.67,35.13,14.26,2.76,31-Aug-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
31-Aug-2018 - 00:00,30.93,996.41,159.36,38.53,79.45,140.05,182.57,1.25,,1.31,,20.63,21.29,5.84,6.39,8.17,18.61,12.7,,01-Sep-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
01-Sep-2018 - 00:00,27.75,,103.29,37.27,86.38,51.08,88.92,0.36,,1.43,,45.22,23.53,6.52,2.83,6.82,8.06,14.03,0.3,02-Sep-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
02-Sep-2018 - 00:00,26.85,,69.6,35.38,87.29,60.91,136.07,0.61,,1.68,,21.89,23.91,3.31,1.76,3.64,19.28,13.9,0.32,03-Sep-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
03-Sep-2018 - 00:00,26.63,,64.88,38.31,88.15,53.23,56.32,0.67,,3.64,,32.02,19.63,5.13,1.81,5.13,28.19,14.91,1.44,04-Sep-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
04-Sep-2018 - 00:00,27.51,,118.71,62.39,86.18,80.57,121.94,0.77,,6.53,,52.65,19.89,6.16,1.12,5.62,35.75,15.42,1.55,05-Sep-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
05-Sep-2018 - 00:00,27.63,,108.71,35.92,85.03,107.16,156.15,0.76,,3.87,,37.8,22.09,4.58,0.86,4.05,21.38,13.76,1.21,06-Sep-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
06-Sep-2018 - 00:00,29.05,,124.54,35.27,81.7,181.81,163.31,0.79,,2.86,,31.95,19.98,4.55,1.21,4.3,25.36,14.8,0.68,07-Sep-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
07-Sep-2018 - 00:00,27.49,,74.6,28.77,85.18,120.55,84.94,0.68,,3.93,,35.42,19.4,5.54,1.5,5.32,27.88,14.63,0.86,08-Sep-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
08-Sep-2018 - 00:00,28.09,,61.01,25.57,84.02,139.58,39.74,1.48,,4.17,,20.53,20.45,3.43,3.21,4.46,21.19,16.24,0.79,09-Sep-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
09-Sep-2018 - 00:00,28.4,,48.46,18.21,81.1,179.16,76.82,1.12,,2.64,,15.59,17.06,3.39,10.91,8.56,39.06,13.67,1.07,10-Sep-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
10-Sep-2018 - 00:00,28.75,,77.23,33.67,81.76,130.46,119.05,0.74,,3.3,,17.57,17.39,3.59,10.74,8.62,48.49,16.42,0.53,11-Sep-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
11-Sep-2018 - 00:00,30.22,995.63,66.77,19.5,79.32,178.68,179.66,1.1,,3.37,,20.53,15.19,3.92,13.66,10.46,27.23,13.66,0.66,12-Sep-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
12-Sep-2018 - 00:00,30.58,981.73,102.44,21.76,77.0,190.51,180.44,1.53,,6.55,,23.05,15.0,4.3,18.63,13.34,23.71,13.29,0.68,13-Sep-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
13-Sep-2018 - 00:00,30.28,962.92,121.52,19.29,73.87,196.26,180.55,1.55,,6.0,,19.63,13.54,3.98,17.57,12.35,25.36,14.9,0.63,14-Sep-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
14-Sep-2018 - 00:00,29.77,970.76,121.88,24.79,75.17,184.31,156.12,0.97,,4.41,,29.89,12.57,3.8,18.19,12.76,26.05,15.52,0.7,15-Sep-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
15-Sep-2018 - 00:00,30.13,957.2,121.88,31.08,72.92,195.6,151.59,0.71,,4.52,,30.65,13.85,4.83,22.03,15.66,26.91,16.84,0.7,16-Sep-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
16-Sep-2018 - 00:00,30.48,960.31,140.22,42.75,73.43,197.88,158.28,0.75,,3.24,,26.48,15.12,4.87,23.71,16.59,27.94,19.32,0.68,17-Sep-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
17-Sep-2018 - 00:00,30.09,973.98,173.61,62.49,75.71,177.67,161.76,0.42,,4.63,,24.28,17.34,4.05,24.0,16.03,40.02,18.56,0.79,18-Sep-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
18-Sep-2018 - 00:00,28.81,958.65,187.83,64.82,69.41,188.54,173.99,0.5,,4.44,,29.91,16.73,9.82,59.54,39.66,45.07,20.56,0.8,19-Sep-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
19-Sep-2018 - 00:00,29.77,949.32,189.92,64.3,72.72,193.41,155.54,0.45,,8.08,,45.44,19.96,15.9,52.57,39.87,50.65,19.02,0.76,20-Sep-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
20-Sep-2018 - 00:00,30.14,982.29,194.15,57.62,68.6,183.42,59.3,0.82,,5.74,,37.98,26.95,4.15,16.22,10.61,65.56,18.83,0.33,21-Sep-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
21-Sep-2018 - 00:00,28.39,984.83,105.46,34.0,71.54,136.9,52.75,1.19,,4.06,,40.33,27.18,2.14,18.51,11.17,22.61,16.27,0.44,22-Sep-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
22-Sep-2018 - 00:00,25.54,985.06,44.27,16.12,91.48,43.99,36.99,1.72,,4.64,,49.19,20.98,2.68,26.37,16.09,21.54,17.41,0.53,23-Sep-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
23-Sep-2018 - 00:00,26.16,984.65,56.69,18.77,90.0,79.91,48.41,2.02,,3.21,,33.47,20.18,2.01,23.67,13.84,29.64,17.05,0.45,24-Sep-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
24-Sep-2018 - 00:00,25.12,982.69,32.85,12.42,95.45,50.93,103.34,0.82,,2.99,,34.87,18.37,4.22,30.42,19.49,15.86,14.16,0.39,25-Sep-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
25-Sep-2018 - 00:00,23.38,984.15,54.08,17.0,95.95,57.02,175.8,0.79,,3.15,,53.93,17.0,14.98,43.8,35.56,14.41,14.9,0.39,26-Sep-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
26-Sep-2018 - 00:00,26.93,983.89,94.0,30.63,83.48,194.97,151.94,0.66,,4.0,,80.11,16.48,24.46,49.84,46.46,28.22,15.29,0.46,27-Sep-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
27-Sep-2018 - 00:00,27.79,984.65,181.42,67.27,81.34,183.3,126.23,0.43,,7.71,,101.9,21.15,48.54,56.1,68.47,37.72,16.19,0.5,28-Sep-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
28-Sep-2018 - 00:00,28.03,985.31,233.38,81.79,74.59,182.62,112.88,0.39,,15.63,,143.57,25.77,79.1,65.93,99.51,38.98,17.01,0.7,29-Sep-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
29-Sep-2018 - 00:00,29.11,985.97,219.29,76.04,71.8,170.94,142.08,0.46,,7.52,,72.3,29.69,29.96,67.4,60.03,47.3,18.97,0.32,30-Sep-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
30-Sep-2018 - 00:00,28.47,985.45,140.35,53.27,70.05,186.19,151.3,0.52,,3.78,,44.85,24.53,14.53,63.59,45.57,36.29,20.3,0.38,01-Oct-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
01-Oct-2018 - 00:00,28.6,985.15,183.29,62.06,69.77,182.8,134.32,0.44,,4.57,,69.83,22.44,14.88,65.9,46.86,44.86,21.14,0.45,02-Oct-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
02-Oct-2018 - 00:00,28.66,985.8,191.33,70.23,69.13,179.39,148.03,0.52,,6.52,,57.41,25.93,21.68,57.76,47.67,40.45,17.44,0.42,03-Oct-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
03-Oct-2018 - 00:00,29.01,985.34,207.71,69.0,60.39,172.86,110.54,0.54,,8.09,,75.57,24.85,32.26,67.26,59.09,49.42,18.14,0.51,04-Oct-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
04-Oct-2018 - 00:00,28.61,986.78,239.48,94.06,67.46,145.72,75.54,0.58,,9.44,,81.09,31.89,31.29,74.37,63.83,34.4,21.43,0.44,05-Oct-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
05-Oct-2018 - 00:00,27.67,987.88,260.52,116.52,69.72,150.74,55.66,0.69,,9.82,,96.55,35.12,53.37,74.11,75.93,53.44,24.1,0.53,06-Oct-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
06-Oct-2018 - 00:00,27.8,987.46,180.0,72.57,62.41,163.21,132.38,0.4,,5.67,,56.92,26.46,26.24,75.0,60.87,35.77,22.9,0.39,07-Oct-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
07-Oct-2018 - 00:00,27.56,986.9,244.5,65.55,59.01,153.41,122.1,0.37,,7.69,,61.73,25.72,21.2,71.74,53.97,55.71,28.0,0.44,08-Oct-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
08-Oct-2018 - 00:00,27.41,985.29,293.49,72.93,60.76,140.46,68.58,0.55,,8.07,,48.62,31.38,10.35,75.49,47.58,56.32,23.48,0.57,09-Oct-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
09-Oct-2018 - 00:00,28.51,984.39,273.48,58.52,58.73,141.53,61.41,0.62,,10.44,,87.65,35.03,30.63,77.67,64.87,72.44,33.61,0.68,10-Oct-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
10-Oct-2018 - 00:00,28.81,985.12,261.34,61.94,64.24,130.08,57.78,0.97,,6.57,,74.19,36.51,16.08,65.1,44.82,59.19,30.26,1.27,11-Oct-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
11-Oct-2018 - 00:00,26.25,987.08,215.02,37.06,62.91,116.86,68.05,1.26,,4.6,,41.71,29.71,5.01,47.12,28.44,41.57,18.39,0.74,12-Oct-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
12-Oct-2018 - 00:00,24.59,989.07,190.06,58.11,57.12,136.54,47.91,0.78,,5.66,,54.91,22.35,16.62,54.38,41.81,50.06,21.93,0.65,13-Oct-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
13-Oct-2018 - 00:00,24.7,989.18,292.81,167.44,58.7,137.02,143.11,0.34,,8.45,,69.21,34.46,23.76,84.22,64.14,42.1,34.35,0.78,14-Oct-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
14-Oct-2018 - 00:00,24.97,988.23,222.35,101.96,56.36,136.56,144.79,0.63,,6.6,,51.21,27.3,34.29,89.17,75.36,44.22,32.37,0.73,15-Oct-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
15-Oct-2018 - 00:00,25.23,988.66,298.56,115.55,60.45,127.53,108.73,0.62,,9.4,,66.46,30.91,29.06,81.6,66.54,51.24,21.36,1.01,16-Oct-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
16-Oct-2018 - 00:00,26.18,988.18,343.05,64.68,64.02,103.03,97.04,0.43,,15.01,,107.55,41.07,51.51,98.13,93.26,67.97,24.2,1.63,17-Oct-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
17-Oct-2018 - 00:00,26.42,986.7,336.44,58.64,57.84,126.05,105.41,0.36,,12.9,,122.17,40.75,82.14,81.05,109.98,49.55,20.9,1.77,18-Oct-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
18-Oct-2018 - 00:00,25.97,986.21,343.02,57.53,64.96,114.34,78.74,0.47,,16.59,,164.01,48.19,104.45,91.08,131.72,52.3,22.34,2.02,19-Oct-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
19-Oct-2018 - 00:00,25.58,987.88,321.98,52.32,59.73,105.54,105.45,0.5,,10.23,,66.47,41.11,17.47,73.03,51.37,51.31,22.79,0.92,20-Oct-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
20-Oct-2018 - 00:00,25.41,990.28,312.86,53.1,49.72,116.44,83.43,0.48,,7.17,,62.39,35.59,13.17,74.73,49.37,54.9,27.16,0.88,21-Oct-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
21-Oct-2018 - 00:00,24.43,990.91,272.23,48.31,50.85,110.64,107.27,0.46,,7.63,,65.64,37.62,32.53,84.07,70.02,45.42,31.61,0.84,22-Oct-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
22-Oct-2018 - 00:00,23.73,989.66,274.86,49.56,53.63,117.44,149.12,0.53,,10.64,,105.49,34.56,45.17,95.14,86.51,42.83,27.23,1.13,23-Oct-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
23-Oct-2018 - 00:00,23.85,989.42,302.26,48.24,52.69,111.74,136.32,0.56,,16.47,,120.54,34.38,60.63,92.83,95.32,61.17,23.65,1.38,24-Oct-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
24-Oct-2018 - 00:00,23.21,989.5,349.52,69.31,63.29,95.41,56.99,0.61,,19.1,,170.77,45.68,103.73,113.25,144.47,68.0,25.27,2.0,25-Oct-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
25-Oct-2018 - 00:00,22.76,991.02,341.49,56.6,67.23,101.45,47.96,0.68,,17.22,,123.26,44.21,86.16,84.8,115.26,89.34,28.26,2.01,26-Oct-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
26-Oct-2018 - 00:00,22.57,992.89,391.1,66.65,67.6,93.2,52.52,0.61,,18.18,,138.29,50.79,100.98,86.81,128.55,58.63,27.73,2.27,27-Oct-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
27-Oct-2018 - 00:00,22.79,993.03,402.33,72.48,72.93,88.31,62.66,0.52,,22.12,,222.56,55.61,158.83,94.39,171.33,63.0,26.02,3.65,28-Oct-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
28-Oct-2018 - 00:00,23.14,992.56,379.52,69.12,69.07,101.08,130.15,0.35,,17.75,,163.21,50.27,88.06,86.17,112.86,48.14,24.55,2.12,29-Oct-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
29-Oct-2018 - 00:00,23.09,991.76,530.33,150.86,72.05,89.98,106.51,0.42,,19.02,,221.38,54.06,106.88,100.21,138.47,44.56,23.31,2.72,30-Oct-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
30-Oct-2018 - 00:00,22.82,991.65,495.29,294.69,71.31,83.79,85.61,0.45,,20.61,,191.51,50.5,89.04,86.43,115.57,50.24,19.76,2.65,31-Oct-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
31-Oct-2018 - 00:00,22.82,992.14,444.19,258.58,75.44,76.16,67.59,0.43,,20.07,,187.6,55.71,103.62,94.06,132.51,43.21,20.64,2.72,01-Nov-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
01-Nov-2018 - 00:00,23.14,991.01,519.33,314.88,73.82,78.26,55.99,0.46,,24.78,,219.87,64.48,118.69,90.62,138.62,41.06,22.09,3.48,02-Nov-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
02-Nov-2018 - 00:00,24.06,989.38,406.17,235.31,63.45,76.43,53.81,0.62,,14.38,,109.46,48.01,22.9,67.72,55.09,40.44,19.52,1.59,03-Nov-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
03-Nov-2018 - 00:00,24.27,988.21,327.71,176.06,63.11,70.66,50.61,1.25,,8.59,,81.64,45.01,6.62,40.28,26.83,42.71,15.86,1.09,04-Nov-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
04-Nov-2018 - 00:00,23.17,989.86,208.08,121.95,59.99,87.98,98.78,0.91,,4.48,,28.74,34.7,2.79,30.61,18.4,64.03,15.19,0.7,05-Nov-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
05-Nov-2018 - 00:00,20.67,990.35,607.32,460.49,69.39,74.4,172.59,0.72,,9.6,,57.1,48.38,12.02,47.17,34.81,30.34,16.4,1.56,06-Nov-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
06-Nov-2018 - 00:00,21.47,990.66,411.42,215.76,43.94,97.32,172.94,0.73,,5.85,,41.72,27.08,14.95,64.47,46.35,39.33,23.18,1.12,07-Nov-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
07-Nov-2018 - 00:00,19.88,991.27,379.66,210.2,45.64,91.04,141.4,0.62,,12.97,,45.07,26.91,34.19,41.21,49.61,54.71,18.96,1.91,08-Nov-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
08-Nov-2018 - 00:00,18.64,991.57,546.73,349.88,63.52,69.71,64.22,0.37,,21.78,,108.91,40.86,67.96,11.54,61.56,42.51,36.46,3.04,09-Nov-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
09-Nov-2018 - 00:00,19.77,989.79,562.53,392.19,70.17,78.17,92.39,0.35,,18.7,,134.62,50.64,96.23,37.33,93.59,12.36,21.4,3.25,10-Nov-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
10-Nov-2018 - 00:00,19.82,990.62,502.39,353.93,77.0,66.7,73.0,0.39,,20.76,,242.66,53.88,80.56,63.75,99.65,20.35,15.54,3.61,11-Nov-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
11-Nov-2018 - 00:00,20.98,990.89,502.26,332.45,71.02,78.23,84.75,0.39,,19.16,,151.08,52.56,47.73,38.33,59.19,46.4,11.26,3.03,12-Nov-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
12-Nov-2018 - 00:00,21.12,988.94,538.75,354.08,75.48,70.88,68.01,0.46,,17.91,,138.75,59.31,37.02,31.46,46.94,35.38,11.53,2.89,13-Nov-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
13-Nov-2018 - 00:00,21.28,986.73,487.56,336.9,77.83,52.59,71.75,0.56,,19.53,,164.65,63.01,57.8,54.46,76.08,22.79,15.09,3.16,14-Nov-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
14-Nov-2018 - 00:00,21.77,987.5,250.33,172.52,78.14,80.71,97.83,0.59,,11.68,,91.49,53.51,48.07,58.83,70.47,29.99,12.23,1.9,15-Nov-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
15-Nov-2018 - 00:00,21.25,990.93,189.38,126.12,72.73,86.33,131.46,0.54,,7.09,,71.21,45.06,34.49,55.8,57.82,27.52,14.96,1.27,16-Nov-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
16-Nov-2018 - 00:00,20.32,989.92,244.96,155.92,57.78,104.28,177.19,0.91,,5.41,,64.71,29.85,25.9,53.41,49.52,37.55,16.75,1.23,17-Nov-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
17-Nov-2018 - 00:00,19.37,988.44,289.83,174.27,63.68,98.82,145.39,0.62,,9.78,,91.76,29.72,60.66,58.54,80.61,36.93,16.91,1.97,18-Nov-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
18-Nov-2018 - 00:00,20.14,989.55,337.96,215.42,68.2,90.4,79.32,0.44,,17.35,,144.31,38.3,88.41,65.51,106.92,45.47,13.39,2.34,19-Nov-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
19-Nov-2018 - 00:00,21.39,991.7,339.9,223.79,63.46,64.16,69.26,0.64,,8.93,,95.85,42.71,31.34,54.78,54.67,64.1,18.91,1.92,20-Nov-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
20-Nov-2018 - 00:00,20.85,991.97,387.38,271.48,73.15,81.46,125.85,0.37,,10.71,,109.96,48.13,69.99,68.65,93.59,41.47,19.7,2.23,21-Nov-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
21-Nov-2018 - 00:00,20.0,992.21,343.08,228.31,62.34,91.65,151.16,0.51,,8.38,,119.17,35.11,66.97,55.79,84.23,34.47,16.11,2.07,22-Nov-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
22-Nov-2018 - 00:00,19.38,993.01,357.15,175.91,61.95,75.85,112.16,0.39,,14.3,,156.17,32.36,86.23,62.13,120.17,40.39,16.16,3.05,23-Nov-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
23-Nov-2018 - 00:00,20.43,994.33,386.39,230.68,53.29,87.89,164.02,0.58,,11.88,,150.48,35.05,86.89,65.2,105.46,32.64,24.07,1.8,24-Nov-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
24-Nov-2018 - 00:00,19.75,992.64,259.34,118.15,51.84,85.82,174.44,0.91,,5.91,,69.19,26.83,38.19,53.26,59.45,31.85,24.99,1.46,25-Nov-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
25-Nov-2018 - 00:00,18.87,992.5,301.72,164.92,60.42,80.71,132.92,0.49,,7.87,,95.58,30.78,93.26,60.88,108.37,33.21,28.85,2.01,26-Nov-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
26-Nov-2018 - 00:00,18.59,991.73,417.33,254.45,72.42,77.49,117.56,0.36,,14.96,,165.19,40.29,154.95,66.73,169.0,32.04,29.57,3.06,27-Nov-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
27-Nov-2018 - 00:00,19.49,993.39,378.66,251.98,74.61,69.24,92.28,0.34,,28.23,,254.65,47.39,222.96,64.32,244.15,30.31,18.88,5.02,28-Nov-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
28-Nov-2018 - 00:00,19.72,994.29,358.17,247.4,78.75,65.78,73.21,0.42,,17.93,,53.63,52.09,158.95,32.23,146.66,22.36,12.98,3.61,29-Nov-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
29-Nov-2018 - 00:00,18.88,994.16,375.24,259.17,78.2,61.05,125.07,0.38,,14.52,,58.58,49.68,45.75,4.69,39.78,23.91,9.66,2.99,30-Nov-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
30-Nov-2018 - 00:00,18.7,993.83,340.67,227.52,68.95,73.32,145.38,0.5,,8.48,,42.13,38.04,23.16,4.03,20.9,36.84,18.24,1.96,01-Dec-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
01-Dec-2018 - 00:00,17.96,991.14,317.33,201.67,66.06,73.69,154.79,0.69,,12.44,,44.19,32.83,26.01,4.59,23.62,40.38,14.67,2.42,02-Dec-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
02-Dec-2018 - 00:00,17.37,990.46,347.0,224.29,67.79,67.64,100.39,0.35,,18.53,,63.24,38.67,45.5,5.16,39.81,50.63,14.56,3.55,03-Dec-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
03-Dec-2018 - 00:00,17.06,991.42,383.9,251.19,71.92,68.54,119.8,0.41,,16.11,,53.14,45.49,62.8,9.6,56.35,49.88,15.69,3.9,04-Dec-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
04-Dec-2018 - 00:00,16.91,993.1,401.35,282.85,75.81,69.34,114.74,0.38,,23.78,,93.05,50.63,82.93,18.25,77.34,41.04,11.31,4.5,05-Dec-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
05-Dec-2018 - 00:00,16.63,990.65,342.92,232.31,74.5,69.1,127.58,0.52,,15.87,,57.07,43.66,55.21,21.95,56.7,36.25,12.29,3.1,06-Dec-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
06-Dec-2018 - 00:00,16.32,990.08,360.04,276.02,76.93,54.44,91.15,0.42,,17.99,,78.54,46.41,67.06,26.19,70.14,34.32,14.55,3.38,07-Dec-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
07-Dec-2018 - 00:00,16.09,990.86,318.21,238.5,74.77,65.87,138.71,0.44,,9.32,,34.51,40.19,37.25,25.26,43.82,30.25,14.1,2.1,08-Dec-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
08-Dec-2018 - 00:00,15.76,991.79,336.43,256.31,74.38,64.91,115.09,0.43,,12.93,,29.04,39.71,33.0,24.09,39.73,33.71,15.56,2.3,09-Dec-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
09-Dec-2018 - 00:00,15.5,990.72,323.77,256.65,71.7,60.97,82.46,0.37,0.0,10.94,,24.88,41.81,40.14,25.9,46.0,44.7,17.52,2.65,10-Dec-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
10-Dec-2018 - 00:00,15.75,990.3,415.79,343.38,77.55,53.51,68.53,0.45,0.0,14.51,,36.0,47.56,49.08,25.99,53.74,73.83,18.61,3.14,11-Dec-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
11-Dec-2018 - 00:00,15.71,991.29,453.15,362.81,82.73,47.65,73.85,0.45,0.0,17.37,,48.72,48.38,59.92,26.41,63.44,61.04,14.01,3.79,12-Dec-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
12-Dec-2018 - 00:00,16.71,992.68,360.71,298.6,77.22,55.79,89.74,0.83,0.0,13.38,,38.57,46.66,34.38,43.83,48.05,34.05,14.99,2.27,13-Dec-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
13-Dec-2018 - 00:00,15.81,995.69,141.02,98.88,75.79,65.61,153.0,0.49,,4.9,,28.05,33.36,6.84,47.38,30.79,28.62,14.88,1.1,14-Dec-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
14-Dec-2018 - 00:00,15.39,997.63,201.24,141.5,76.26,78.7,164.82,0.49,,5.0,,36.86,30.98,12.89,52.67,38.56,31.02,17.54,1.27,15-Dec-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
15-Dec-2018 - 00:00,15.58,997.14,204.6,145.0,70.02,75.73,176.53,0.64,0.0,4.99,,35.99,29.78,14.81,60.24,44.11,31.43,18.93,1.22,16-Dec-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
16-Dec-2018 - 00:00,14.61,997.45,260.9,182.6,71.23,77.07,158.05,0.54,0.0,7.29,,41.58,36.04,33.31,64.43,61.42,34.04,23.56,1.51,17-Dec-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
17-Dec-2018 - 00:00,14.18,996.02,309.12,217.71,66.13,71.27,154.97,0.34,,8.71,,43.73,38.79,45.94,71.74,75.57,36.35,28.48,1.73,18-Dec-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
18-Dec-2018 - 00:00,13.91,994.27,324.46,234.27,64.93,74.61,159.61,0.51,,7.98,,51.52,35.65,32.05,71.82,64.32,42.75,30.42,1.76,19-Dec-2018 - 00:00,"Ashok Vihar, Delhi - DPCC"
